2024-01-12,Headphones,2307.43,Bangalore,CUST00796,4
2024-03-10,Keyboard,1839.81,Mumbai,CUST00797,3
2024-08-31,Monitor,2359.1,Mumbai,CUST00902,4
2024-11-10,Webcam,4610.44,Hyderabad,CUST00468,2
2024-09-16,Monitor,2325.92,Ahmedabad,CUST00933,4
2024-08-21,Scanner,2861.07,Delhi,CUST00443,1
2024-12-15,Mouse,3488.62,Ahmedabad,CUST00535,3
2024-04-17,Headphones,3298.66,Hyderabad,CUST00394,5
2024-11-30,Webcam,2508.06,Ahmedabad,CUST00251,2
2024-05-30,Headphones,1271.43,Hyderabad,CUST00594,1
2024-08-30,Monitor,4821.19,Ahmedabad,CUST00009,2
2024-06-30,Webcam,4095.35,Pune,CUST00623,5
2024-04-21,Headphones,4426.13,Pune,CUST00720,4
2024-08-03,Monitor,3056.82,Mumbai,CUST00403,2
2024-08-14,Monitor,3809.18,Pune,CUST00737,5
2024-10-31,Mouse,1106.24,Kolkata,CUST00246,3
2024-01-17,Scanner,2337.8,Delhi,CUST00413,5
2024-11-05,Laptop,4640.67,Chennai,CUST00264,2
2024-04-28,Laptop,3487.33,Delhi,CUST00412,4
2024-08-23,Laptop,1879.91,Bangalore,CUST00126,3
2024-05-05,Laptop,2934.0,Bangalore,CUST00240,5
2024-01-14,Mouse,3457.43,Bangalore,CUST00313,2
2024-02-21,Printer,3484.64,Delhi,CUST00143,4
2024-10-25,Scanner,4003.45,Bangalore,CUST00649,3
2024-09-07,Printer,1325.7,Pune,CUST00128,4
2024-07-07,Laptop,3876.95,Ahmedabad,CUST00494,2
2024-06-19,Mouse,2061.34,Pune,CUST00211,3
2024-04-09,Headphones,2967.01,Bangalore,CUST00623,3
2024-05-14,Monitor,1679.2,Delhi,CUST00771,4
2024-07-22,Scanner,3835.94,Chennai,CUST00293,3
2024-01-27,Keyboard,3468.32,Hyderabad,CUST00800,5
2024-11-01,Keyboard,2485.09,Bangalore,CUST00165,5
2024-03-02,Webcam,1312.95,Hyderabad,CUST00902,3
2024-03-29,Scanner,4785.04,Hyderabad,CUST00152,4
2024-03-24,Monitor,2093.95,Mumbai,CUST00675,3
2024-07-24,Printer,1479.96,Delhi,CUST00329,2
2024-01-14,Mouse,450.47,Mumbai,CUST00407,2
2024-05-15,Laptop,1256.95,Hyderabad,CUST00027,3
2024-10-15,Mouse,380.73,Chennai,CUST00421,4
2024-08-23,Keyboard,2329.11,Kolkata,CUST00128,3
2024-03-08,Keyboard,4469.1,Bangalore,CUST00762,5
2024-10-25,Laptop,1451.2,Mumbai,CUST00303,1
2024-06-04,Laptop,3412.89,Kolkata,CUST00549,2
2024-08-18,Monitor,1766.26,Hyderabad,CUST00801,2
2024-10-22,Scanner,850.38,Kolkata,CUST00873,3
2024-09-11,Mouse,1790.21,Bangalore,CUST00424,2
2024-10-25,Keyboard,4391.36,Chennai,CUST00697,4
2024-10-24,Laptop,1853.28,Bangalore,CUST00956,3
2024-07-19,Webcam,3653.36,Bangalore,CUST00728,1
2024-09-15,Monitor,3542.31,Chennai,CUST00408,2
2024-05-10,Headphones,3994.71,Kolkata,CUST00431,3
2024-05-20,Laptop,3923.78,Pune,CUST00057,5
2024-11-04,Headphones,3270.68,Bangalore,CUST00133,2
2024-10-12,Printer,991.73,Bangalore,CUST00097,4
2024-03-15,Mouse,4528.96,Ahmedabad,CUST00255,5
2024-06-04,Monitor,3406.11,Mumbai,CUST00182,2
2024-09-28,Headphones,2684.53,Bangalore,CUST00572,2
2024-10-30,Printer,131.88,Kolkata,CUST00085,1
2024-03-23,Monitor,3134.14,Chennai,CUST00779,2
2024-09-12,Mouse,3560.49,Chennai,CUST00676,5
2024-03-27,Printer,2166.08,Mumbai,CUST00379,4
2024-08-14,Headphones,4544.3,Bangalore,CUST00084,1
2024-04-13,Scanner,1559.15,Bangalore,CUST00776,3
2024-02-20,Laptop,921.54,Hyderabad,CUST00724,1
2024-05-25,Monitor,4819.27,Bangalore,CUST00549,3
2024-07-27,Laptop,1294.54,Ahmedabad,CUST00054,4
2024-07-27,Keyboard,364.88,Chennai,CUST00344,1
2024-08-15,Keyboard,3641.13,Delhi,CUST00545,3
2024-09-19,Mouse,3876.09,Chennai,CUST00024,1
2024-01-13,Headphones,4710.04,Kolkata,CUST00609,1
2024-06-03,Scanner,4888.94,Ahmedabad,CUST00165,1
2024-08-06,Webcam,1483.28,Ahmedabad,CUST00742,1
2024-04-03,Scanner,4748.9,Pune,CUST00240,4
2024-09-19,Headphones,3869.33,Bangalore,CUST00424,3
2024-07-23,Webcam,1401.86,Ahmedabad,CUST00348,4
2024-03-24,Webcam,1514.39,Ahmedabad,CUST00244,5
2024-06-30,Monitor,1656.66,Mumbai,CUST00007,4
2024-03-02,Monitor,2266.31,Hyderabad,CUST00981,5
2024-05-03,Keyboard,1881.98,Chennai,CUST00964,2
2024-08-26,Monitor,3551.48,Pune,CUST00902,4
2024-06-28,Scanner,1274.95,Kolkata,CUST00003,4
2024-11-05,Webcam,727.5,Hyderabad,CUST00173,5
2024-03-03,Printer,2620.53,Mumbai,CUST00057,1
2024-06-25,Mouse,456.22,Pune,CUST00923,3
2024-01-29,Headphones,847.96,Chennai,CUST00407,4
2024-10-24,Mouse,1771.73,Delhi,CUST00678,2
2024-03-19,Mouse,582.15,Bangalore,CUST00141,3
2024-05-05,Mouse,1588.11,Bangalore,CUST00288,1
2024-02-18,Keyboard,177.19,Ahmedabad,CUST00063,5
2024-01-21,Printer,2409.06,Hyderabad,CUST00414,4
2024-10-31,Keyboard,926.66,Mumbai,CUST00790,4
2024-09-25,Scanner,752.1,Chennai,CUST00322,5
2024-04-26,Monitor,4369.7,Bangalore,CUST00739,2
2024-06-17,Laptop,527.04,Kolkata,CUST00156,5
2024-08-14,Printer,592.21,Bangalore,CUST00207,1
2024-02-27,Monitor,2530.53,Pune,CUST00105,1
2024-08-23,Laptop,2099.35,Delhi,CUST00234,5
2024-12-27,Printer,2380.17,Pune,CUST00942,2
2024-03-17,Mouse,1804.2,Mumbai,CUST00217,4
2024-12-11,Monitor,4171.27,Pune,CUST00202,5
2024-02-27,Keyboard,2473.17,Chennai,CUST00692,3
2024-12-27,Mouse,3178.83,Hyderabad,CUST00413,4
2024-12-07,Keyboard,3227.35,Mumbai,CUST00485,1
2024-02-12,Mouse,895.67,Delhi,CUST00524,2
2024-10-01,Mouse,245.71,Bangalore,CUST00260,4
2024-07-09,Monitor,2899.11,Hyderabad,CUST00540,1
2024-04-24,Mouse,637.85,Chennai,CUST00985,5
2024-02-11,Keyboard,3699.93,Kolkata,CUST00635,5
2024-01-14,Scanner,2242.19,Pune,CUST00322,5
2024-03-22,Headphones,2112.96,Pune,CUST00911,2
2024-11-09,Webcam,2308.84,Delhi,CUST00032,5
2024-04-23,Laptop,3037.98,Bangalore,CUST00005,3
2024-09-16,Monitor,1781.93,Ahmedabad,CUST00370,4
2024-01-25,Scanner,2108.24,Hyderabad,CUST00303,5
2024-07-14,Webcam,1502.0,Pune,CUST00222,2
2024-02-15,Scanner,1016.96,Delhi,CUST00389,1
2024-08-27,Monitor,3190.17,Delhi,CUST00991,1
2024-06-05,Laptop,4731.53,Mumbai,CUST00690,3
2024-05-16,Mouse,235.44,Pune,CUST00610,5
2024-05-27,Webcam,3684.12,Ahmedabad,CUST00703,3
2024-08-02,Webcam,1393.9,Bangalore,CUST00532,5
2024-10-31,Webcam,1403.35,Kolkata,CUST00716,2
2024-05-14,Mouse,2028.72,Bangalore,CUST00872,2
2024-04-14,Webcam,4733.09,Kolkata,CUST00823,1
2024-02-15,Headphones,741.78,Ahmedabad,CUST00091,2
2024-03-06,Monitor,4155.12,Chennai,CUST00530,3
2024-06-28,Laptop,900.39,Kolkata,CUST00001,3
2024-08-20,Mouse,1236.24,Kolkata,CUST00503,2
2024-09-10,Webcam,1283.8,Pune,CUST00337,1
2024-03-15,Scanner,1783.41,Delhi,CUST00507,1
2024-05-20,Laptop,3647.27,Ahmedabad,CUST00217,5
2024-10-16,Headphones,2967.1,Chennai,CUST00097,2
2024-05-02,Keyboard,3832.61,Delhi,CUST00927,5
2024-02-26,Printer,2112.58,Bangalore,CUST00222,5
2024-08-29,Printer,3022.55,Ahmedabad,CUST00802,1
2024-01-02,Mouse,3512.44,Bangalore,CUST00628,5
2024-08-23,Laptop,596.77,Hyderabad,CUST00387,1
2024-09-26,Keyboard,1460.38,Pune,CUST00315,4
2024-06-12,Laptop,4212.27,Mumbai,CUST00801,5
2024-01-26,Monitor,806.82,Kolkata,CUST00287,1
2024-03-05,Mouse,297.32,Chennai,CUST00463,2
2024-07-24,Mouse,2827.87,Bangalore,CUST00915,3
2024-10-04,Headphones,837.57,Ahmedabad,CUST00295,4
2024-02-01,Scanner,3781.07,Pune,CUST00835,2
2024-11-04,Monitor,2013.72,Hyderabad,CUST00221,1
2024-09-29,Laptop,491.25,Ahmedabad,CUST00645,1
2024-03-23,Scanner,2868.24,Pune,CUST00197,4
2024-10-23,Mouse,2250.3,Pune,CUST00701,4
2024-05-14,Laptop,3579.43,Kolkata,CUST00261,5
2024-09-23,Laptop,3700.17,Chennai,CUST00929,2
